design,status,attempt,metrics_csv,area
mult4_SARSA_RUIDO_e9_SARSA_RUIDO_e9_SARSA_RUIDO_e9_SARSA_RUIDO_e9,OK,0,/home/gmun/Downloads/8Bits_corrigiendo1op_2Bits/metrics_all/mult4_SARSA_RUIDO_e9_SARSA_RUIDO_e9_SARSA_RUIDO_e9_SARSA_RUIDO_e9_metrics.csv,0
mult4_SARSA_RUIDO_e9_SARSA_RUIDO_e9_SarsaNStepsRuido_e9_SARSA_RUIDO_e9,OK,0,/home/gmun/Downloads/8Bits_corrigiendo1op_2Bits/metrics_all/mult4_SARSA_RUIDO_e9_SARSA_RUIDO_e9_SarsaNStepsRuido_e9_SARSA_RUIDO_e9_metrics.csv,0
mult4_SARSA_RUIDO_e9_SARSA_RUIDO_e9_SarsaNada_e6_SARSA_RUIDO_e9,OK,0,/home/gmun/Downloads/8Bits_corrigiendo1op_2Bits/metrics_all/mult4_SARSA_RUIDO_e9_SARSA_RUIDO_e9_SarsaNada_e6_SARSA_RUIDO_e9_metrics.csv,0
mult4_SARSA_RUIDO_e9_SarsaNada_e6_SARSA_RUIDO_e9_SARSA_RUIDO_e9,OK,0,/home/gmun/Downloads/8Bits_corrigiendo1op_2Bits/metrics_all/mult4_SARSA_RUIDO_e9_SarsaNada_e6_SARSA_RUIDO_e9_SARSA_RUIDO_e9_metrics.csv,0
mult4_SARSA_WInd_e9_SARSA_RUIDO_e9_SARSA_RUIDO_e9_SARSA_RUIDO_e9,OK,0,/home/gmun/Downloads/8Bits_corrigiendo1op_2Bits/metrics_all/mult4_SARSA_WInd_e9_SARSA_RUIDO_e9_SARSA_RUIDO_e9_SARSA_RUIDO_e9_metrics.csv,0
mult4_SarsaNStepsRuido_e9_SARSA_RUIDO_e9_SARSA_RUIDO_e9_SARSA_RUIDO_e9,OK,0,/home/gmun/Downloads/8Bits_corrigiendo1op_2Bits/metrics_all/mult4_SarsaNStepsRuido_e9_SARSA_RUIDO_e9_SARSA_RUIDO_e9_SARSA_RUIDO_e9_metrics.csv,0
mult4_SarsaNada_e10_SARSA_RUIDO_e9_SARSA_RUIDO_e9_SARSA_RUIDO_e9,OK,0,/home/gmun/Downloads/8Bits_corrigiendo1op_2Bits/metrics_all/mult4_SarsaNada_e10_SARSA_RUIDO_e9_SARSA_RUIDO_e9_SARSA_RUIDO_e9_metrics.csv,0
mult4_SarsaNada_e6_SARSA_RUIDO_e9_SARSA_RUIDO_e9_SARSA_RUIDO_e9,OK,0,/home/gmun/Downloads/8Bits_corrigiendo1op_2Bits/metrics_all/mult4_SarsaNada_e6_SARSA_RUIDO_e9_SARSA_RUIDO_e9_SARSA_RUIDO_e9_metrics.csv,0
mult4_SarsaNada_e8_SARSA_RUIDO_e9_SARSA_RUIDO_e9_SARSA_RUIDO_e9,OK,0,/home/gmun/Downloads/8Bits_corrigiendo1op_2Bits/metrics_all/mult4_SarsaNada_e8_SARSA_RUIDO_e9_SARSA_RUIDO_e9_SARSA_RUIDO_e9_metrics.csv,0
mult8_2bits_1op_e16577,OK,1,/home/gmun/Downloads/8Bits_corrigiendo1op_2Bits/metrics_all/mult8_2bits_1op_e16577_metrics.csv,0
mult8_2bits_1op_e16767,OK,1,/home/gmun/Downloads/8Bits_corrigiendo1op_2Bits/metrics_all/mult8_2bits_1op_e16767_metrics.csv,0
mult8_2bits_1op_e16769,OK,1,/home/gmun/Downloads/8Bits_corrigiendo1op_2Bits/metrics_all/mult8_2bits_1op_e16769_metrics.csv,0
mult8_2bits_1op_e16770,OK,1,/home/gmun/Downloads/8Bits_corrigiendo1op_2Bits/metrics_all/mult8_2bits_1op_e16770_metrics.csv,0
mult8_2bits_1op_e16966,OK,1,/home/gmun/Downloads/8Bits_corrigiendo1op_2Bits/metrics_all/mult8_2bits_1op_e16966_metrics.csv,0
mult8_2bits_1op_e169662,OK,1,/home/gmun/Downloads/8Bits_corrigiendo1op_2Bits/metrics_all/mult8_2bits_1op_e169662_metrics.csv,0
mult8_2bits_1op_e17161,OK,1,/home/gmun/Downloads/8Bits_corrigiendo1op_2Bits/metrics_all/mult8_2bits_1op_e17161_metrics.csv,0
mult8_2bits_1op_e17341,OK,1,/home/gmun/Downloads/8Bits_corrigiendo1op_2Bits/metrics_all/mult8_2bits_1op_e17341_metrics.csv,0
mult8_2bits_1op_e17349,OK,1,/home/gmun/Downloads/8Bits_corrigiendo1op_2Bits/metrics_all/mult8_2bits_1op_e17349_metrics.csv,0
mult8_2bits_1op_e173492,OK,1,/home/gmun/Downloads/8Bits_corrigiendo1op_2Bits/metrics_all/mult8_2bits_1op_e173492_metrics.csv,0
